1787203450,508,1,118201
1787203451,508,1,118201
1787203452,508,1,118212
1787203453,508,1,118226
1787203454,508,1,118252
1787203455,508,1,118262
1787203456,508,1,118271
1787203457,508,1,118271
1787203458,508,1,118270
1787203459,508,1,118258
1787203460,508,1,118244
1787203461,508,1,118232
1787203462,508,1,118228
1787203463,508,1,118214
1787203465,508,1,118252
1787203466,508,1,118242
1787203467,508,1,118242
1787203468,508,1,118254
1787203469,508,1,118260
1787203470,508,1,118257
1787203471,508,1,118251
1787203472,508,1,118261
1787203473,508,1,118262
1787203474,508,1,118261
1787203475,508,1,118285
1787203476,508,1,118258
1787203477,508,1,118287
1787203478,508,1,118289
1787203479,508,1,118261
1787203480,508,1,118255
1787203481,508,1,118224
1787203482,508,1,118224
1787203483,508,1,118222
1787203484,508,1,118226
1787203486,508,1,118224
1787203487,508,1,118218
1787203488,508,1,118232
1787203489,508,1,118215
1787203490,508,1,118206
1787203491,508,1,118202
1787203492,508,1,118187
1787203493,508,1,118189
1787203494,508,1,118206
1787203495,508,1,118204
1787203496,508,1,118229
1787203497,508,1,118232
1787203498,508,1,118231
1787203499,508,1,118228
1787203500,508,1,118237
1787203501,508,1,118240
1787203502,508,1,118243
1787203503,508,1,118241
1787203504,508,1,118232
1787203505,508,1,118217
1787203507,508,1,118222
1787203508,508,1,118236
1787203509,508,1,118235
1787203510,508,1,118224
1787203511,508,1,118213
1787203512,508,1,118228
1787203513,508,1,118220
1787203514,508,1,118186
1787203515,508,1,118186
1787203516,508,1,118193
1787203517,508,1,118192
1787203518,508,1,118198
1787203519,508,1,118221
1787203520,508,1,118213
1787203521,508,1,118213
1787203522,508,1,118239
1787203523,508,1,118235
1787203524,508,1,118233
1787203525,508,1,118237
1787203526,508,1,118223
1787203527,508,1,118216
1787203529,508,1,118223
1787203530,508,1,118226
1787203531,508,1,118197
1787203532,508,1,118208
1787203533,508,1,118218
1787203534,508,1,118212
1787203535,508,1,118195
1787203536,508,1,118195
1787203537,508,1,118194
1787203538,508,1,118177
1787203539,508,1,118225
1787203540,508,1,118207
1787203541,508,1,118211
1787203542,508,1,118232
1787203543,508,1,118243
1787203544,508,1,118242
1787203545,508,1,118206
1787203546,508,1,118220
1787203547,508,1,118225
1787203548,508,1,118240
1787203550,508,1,118234
1787203551,508,1,118239
1787203552,508,1,118238
1787203553,508,1,118227
1787203554,508,1,118222
1787203555,508,1,118209
1787203556,508,1,118188
1787203557,508,1,118206
1787203558,508,1,118211
1787203559,508,1,118203
1787203560,508,1,118207
1787203561,508,1,118227
1787203562,508,1,118235
1787203563,508,1,118245
1787203564,508,1,118239
1787203565,508,1,118234
1787203566,508,1,118228
1787203567,508,1,118245
1787203568,508,1,118250
1787203569,508,1,118266
1787203570,508,1,118260
1787203572,508,1,118244
1787203573,508,1,118223
1787203574,508,1,118203
1787203575,508,1,118210
1787203576,508,1,118218
1787203577,508,1,118220
1787203578,508,1,118195
1787203579,508,1,118204
1787203580,508,1,118223
1787203581,508,1,118217
1787203582,508,1,118227
1787203583,508,1,118233
1787203584,508,1,118230
1787203585,508,1,118215
1787203586,508,1,118241
1787203587,508,1,118244
1787203588,508,1,118244
1787203589,508,1,118234
1787203590,508,1,118221
1787203591,508,1,118220
1787203593,508,1,118235
1787203594,508,1,118228
1787203595,508,1,118250
1787203596,508,1,118236
1787203597,508,1,118242
1787203598,508,1,118240
1787203599,508,1,118253
1787203600,508,1,118260
1787203601,508,1,118241
1787203602,508,1,118256
1787203603,508,1,118246
1787203604,508,1,118237
1787203605,508,1,118233
1787203606,508,1,118229
1787203607,508,1,118231
1787203608,508,1,118233
1787203609,508,1,118229
1787203610,508,1,118236
1787203611,508,1,118236
1787203612,508,1,118218
1787203614,508,1,118215
1787203615,508,1,118213
1787203616,508,1,118202
1787203617,508,1,118183
1787203618,508,1,118185
1787203619,508,1,118192
1787203620,508,1,118200
1787203621,508,1,118183
1787203622,508,1,118198
1787203623,508,1,118211
1787203624,508,1,118242
1787203625,508,1,118248
1787203626,508,1,118232
1787203627,508,1,118249
1787203628,508,1,118244
1787203629,508,1,118266
1787203630,508,1,118275
1787203631,508,1,118272
1787203632,508,1,118281
1787203633,508,1,118260
1787203634,508,1,118248
1787203636,508,1,118257
1787203637,508,1,118253
1787203638,508,1,118236
1787203639,508,1,118254
1787203640,508,1,118252
1787203641,508,1,118235
1787203642,508,1,118221
1787203643,508,1,118216
1787203644,508,1,118255
1787203645,508,1,118258
1787203646,508,1,118269
1787203647,508,1,118254
1787203648,508,1,118265
1787203649,508,1,118260
1787203650,508,1,118261
1787203651,508,1,118263
1787203652,508,1,118255
1787203653,508,1,118239
1787203654,508,1,118245
1787203655,508,1,118249
1787203657,508,1,118243
1787203658,508,1,118245
1787203659,508,1,118247
1787203660,508,1,118255
1787203661,508,1,118257
1787203662,508,1,118239
1787203663,508,1,118235
1787203664,508,1,118246
1787203665,508,1,118247
1787203666,508,1,118243
1787203667,508,1,118237
1787203668,508,1,118241
1787203669,508,1,118266
1787203670,508,1,118274
1787203671,508,1,118258
1787203672,508,1,118259
1787203673,508,1,118245
1787203674,508,1,118221
1787203675,508,1,118225
1787203676,508,1,118245
1787203678,508,1,118238
1787203679,508,1,118249
1787203680,508,1,118239
1787203681,508,1,118234
1787203682,508,1,118257
1787203683,508,1,118249
1787203684,508,1,118269
1787203685,508,1,118272
1787203686,508,1,118271
1787203687,508,1,118269
1787203688,508,1,118263
1787203689,508,1,118272
1787203690,508,1,118275
1787203691,508,1,118252
1787203692,508,1,118243
1787203693,508,1,118242
1787203694,508,1,118241
1787203695,508,1,118245
1787203696,508,1,118245
1787203697,508,1,118249
1787203698,508,1,118230
1787203700,508,1,118243
1787203701,508,1,118256
1787203702,508,1,118252
1787203703,508,1,118255
1787203704,508,1,118258
1787203705,508,1,118284
1787203706,508,1,118277
1787203707,508,1,118299
1787203708,508,1,118281
1787203709,508,1,118284
1787203710,508,1,118293
1787203711,508,1,118286
1787203712,508,1,118290
1787203713,508,1,118309
1787203714,508,1,118304
1787203715,508,1,118272
1787203716,508,1,118265
1787203717,508,1,118267
1787203718,508,1,118266
1787203719,508,1,118258
1787203721,508,1,118247
1787203722,508,1,118249
1787203723,508,1,118228
1787203724,508,1,118232
1787203725,508,1,118246
1787203726,508,1,118265
1787203727,508,1,118271
1787203728,508,1,118258
1787203729,508,1,118258
1787203730,508,1,118274
1787203731,508,1,118265
1787203732,508,1,118275
1787203733,508,1,118280
1787203734,508,1,118273
1787203735,508,1,118275
1787203736,508,1,118287
1787203737,508,1,118290
1787203738,508,1,118293
1787203739,508,1,118272
1787203740,508,1,118257
1787203742,508,1,118260
1787203743,508,1,118251
1787203744,508,1,118237
1787203745,508,1,118235
1787203746,508,1,118244
1787203747,508,1,118227
1787203748,508,1,118241
